"stat_name","stat_label","stat_qtr","stat_year","pt_group","qtr_result"
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"Not a Tri-County Resident",13.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"Tri-County Resident",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"All Patients",29.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Adams",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Arapahoe",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Boulder",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Denver",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Jefferson",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"Not a Tri-County Resident",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"All Patients",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Denver",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: El Paso",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"Not a Tri-County Resident",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"Tri-County Resident",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"All Patients",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Adams",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Boulder",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Denver",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Douglas",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"Not a Tri-County Resident",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"All Patients",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Adams",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Denver",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"Not a Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"All Patients",32.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Arapahoe",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Broomfield",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Denver",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"Not a Tri-County Resident",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"Tri-County Resident",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"All Patients",15.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Adams",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Arapahoe",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Denver",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"Not a Tri-County Resident",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"Tri-County Resident",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"All Patients",28.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Adams",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Denver",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Douglas",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Jefferson",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Weld",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"Not a Tri-County Resident",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"Tri-County Resident",10.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"All Patients",23.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Adams",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Boulder",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Denver",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"Not a Tri-County Resident",10.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"Tri-County Resident",13.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"All Patients",22.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Adams",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Arapahoe",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Boulder",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Denver",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Jefferson",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"Not a Tri-County Resident",15.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2011,"Tri-County Resident",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"All Patients",27.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Adams",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Arapahoe",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Boulder",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Denver",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"Not a Tri-County Resident",15.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2012,"Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"All Patients",15.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Boulder",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Denver",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Jefferson",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Larimer",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"Not a Tri-County Resident",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2012,"Tri-County Resident",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"All Patients",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Adams",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Arapahoe",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Boulder",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Denver",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"Not a Tri-County Resident",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2012,"Tri-County Resident",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"All Patients",1447.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Adams",246.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Alamosa",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Arapahoe",255.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Boulder",57.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Broomfield",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Clear Creek",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Denver",693.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Douglas",59.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Eagle",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: El Paso",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Jefferson",132.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Larimer",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Morgan",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Out of State",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Unknown",0.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"County of Residence: Weld",5.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"Not a Tri-County Resident",887.00
"DOT","Directly-observed therapy (including DOPT)",1,2008,"Tri-County Resident",560.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"All Patients",1700.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Adams",300.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Alamosa",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Arapahoe",403.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Boulder",104.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Broomfield",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Clear Creek",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Denver",653.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Douglas",79.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Eagle",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: El Paso",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Jefferson",136.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Larimer",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Morgan",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Out of State",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Unknown",0.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"County of Residence: Weld",25.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"Not a Tri-County Resident",918.00
"DOT","Directly-observed therapy (including DOPT)",2,2008,"Tri-County Resident",782.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"All Patients",1695.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Adams",382.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Alamosa",1.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Arapahoe",354.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Boulder",116.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Broomfield",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Clear Creek",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Denver",569.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Douglas",63.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Eagle",1.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: El Paso",1.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Jefferson",195.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Larimer",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Morgan",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Out of State",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Unknown",0.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"County of Residence: Weld",13.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"Not a Tri-County Resident",896.00
"DOT","Directly-observed therapy (including DOPT)",3,2008,"Tri-County Resident",799.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"All Patients",1860.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Adams",372.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Alamosa",0.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Arapahoe",396.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Boulder",137.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Broomfield",0.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Clear Creek",3.00
"DOT","Directly-observed therapy (including DOPT)",4,2008,"County of Residence: Denver",571.00
